Member_number,Date,products,Ratings
3206,5/11/2014,instant coffee,3
1979,12/4/2014,brown bread,4
2346,23-12-2014,fruit/vegetable juice,4
1443,13-01-2014,dessert,2
4791,27-02-2014,long life bakery product,2
3321,11/3/2014,rolls/buns,3
4335,17-07-2014,margarine,3
1517,3/9/2014,salty snack,1
4140,2/1/2014,newspapers,1
3140,15-12-2014,shopping bags,3
4245,21-11-2014,tropical fruit,4
3481,30-05-2014,other vegetables,4
3107,23-04-2014,canned beer,4
3015,7/8/2014,other vegetables,4
4248,9/10/2014,margarine,3
4510,4/12/2014,butter,4
3306,5/6/2014,whole milk,2
1601,9/8/2014,frozen vegetables,4
2787,28-04-2014,long life bakery product,2
3931,19-07-2014,pastry,2
1590,21-06-2014,pip fruit,1
3188,16-10-2014,chocolate marshmallow,4
4021,9/9/2014,other vegetables,4
3785,16-07-2014,domestic eggs,3
1682,10/9/2014,berries,5
1480,25-05-2014,grapes,2
4165,6/10/2014,syrup,5
4786,4/5/2014,frozen fish,2
4748,19-04-2014,whole milk,2
4342,1/9/2014,whole milk,2
2483,21-02-2014,canned beer,4
4243,30-03-2014,margarine,3
3075,12/4/2014,root vegetables,5
1983,26-06-2014,rolls/buns,3
4567,16-03-2014,other vegetables,4
3459,21-06-2014,whole milk,2
2369,23-07-2014,fish,5
1998,13-10-2014,pork,1
4685,20-01-2014,pip fruit,1
2036,20-07-2014,soda,5
1094,26-08-2014,other vegetables,4
3953,19-05-2014,root vegetables,5
2303,31-01-2014,grapes,2
2930,25-04-2014,other vegetables,4
2187,26-12-2014,domestic eggs,3
3595,17-01-2014,curd,2
3956,19-12-2014,root vegetables,5
1595,26-01-2014,yogurt,1
2597,25-10-2014,root vegetables,5
1717,6/4/2014,pip fruit,1
3544,12/3/2014,flower (seeds),5
2226,6/9/2014,whole milk,2
3696,2/11/2014,sparkling wine,2
4804,10/8/2014,other vegetables,4
1333,10/10/2014,fruit/vegetable juice,4
4892,27-12-2014,herbs,5
2109,22-06-2014,bottled water,4
1737,4/9/2014,flour,2
1778,27-11-2014,bottled water,4
2921,27-11-2014,other vegetables,4
1129,25-01-2014,baking powder,3
4739,4/2/2014,yogurt,1
4024,15-10-2014,butter,4
4140,20-02-2014,whole milk,2
2201,30-05-2014,ice cream,3
1815,24-10-2014,other vegetables,4
3659,13-04-2014,shopping bags,3
1569,20-05-2014,berries,5
3708,27-10-2014,pip fruit,1
2394,18-10-2014,nuts/prunes,2
2366,7/10/2014,chewing gum,3
3603,4/11/2014,brown bread,4
1049,7/1/2014,margarine,3
4086,17-10-2014,dessert,2
3577,7/2/2014,fruit/vegetable juice,4
3487,9/2/2014,bottled water,4
1399,23-09-2014,rice,4
4561,27-01-2014,berries,5
3571,31-10-2014,other vegetables,4
1830,7/6/2014,bottled water,4
1426,18-11-2014,specialty chocolate,5
2851,11/4/2014,bottled beer,3
2709,2/4/2014,bottled water,4
1741,8/10/2014,packaged fruit/vegetables,1
1888,9/5/2014,whole milk,2
3500,20-11-2014,other vegetables,4
1136,4/6/2014,fruit/vegetable juice,4
4297,3/10/2014,yogurt,1
2464,21-10-2014,pastry,2
3711,20-05-2014,domestic eggs,3
2508,21-09-2014,bottled water,4
2901,10/7/2014,other vegetables,4
1142,10/12/2014,soda,5
1564,15-11-2014,pip fruit,1
4791,4/2/2014,fruit/vegetable juice,4
1150,29-08-2014,berries,5
1499,11/5/2014,sliced cheese,1
3278,13-03-2014,coffee,3
1038,28-01-2014,napkins,3
3225,23-07-2014,soda,5
1728,22-06-2014,rum,5
3361,24-12-2014,berries,5
1349,13-12-2014,cat food,4
3315,25-09-2014,canned beer,4
1897,15-07-2014,other vegetables,4
2883,9/5/2014,rolls/buns,3
4341,12/2/2014,chocolate marshmallow,4
4933,21-04-2014,butter,4
4926,20-11-2014,salty snack,1
4256,3/2/2014,tropical fruit,4
1450,20-05-2014,canned beer,4
4369,5/8/2014,red/blush wine,5
3266,14-12-2014,semi-finished bread,1
2287,4/5/2014,UHT-milk,2
4444,9/7/2014,canned beer,4
1860,26-07-2014,semi-finished bread,1
2854,19-06-2014,shopping bags,3
1929,14-04-2014,yogurt,1
3105,12/4/2014,whipped/sour cream,4
1628,25-10-2014,whole milk,2
4077,31-01-2014,whole milk,2
3864,26-03-2014,newspapers,1
2024,17-05-2014,canned beer,4
4635,17-10-2014,margarine,3
2996,29-04-2014,butter milk,5
4823,6/4/2014,dish cleaner,1
2253,16-12-2014,butter milk,5
4527,2/1/2014,curd,2
4692,29-08-2014,root vegetables,5
5000,9/3/2014,onions,1
1736,11/3/2014,soda,5
2702,12/11/2014,brown bread,4
2065,28-01-2014,other vegetables,4
1361,3/9/2014,salty snack,1
4721,26-01-2014,tropical fruit,4
3529,23-01-2014,other vegetables,4
1052,5/12/2014,hamburger meat,2
2178,26-01-2014,salt,5
4883,26-12-2014,whole milk,2
1899,7/2/2014,fruit/vegetable juice,4
4679,2/2/2014,shopping bags,3
2115,19-09-2014,whipped/sour cream,4
4418,12/9/2014,long life bakery product,2
4479,25-11-2014,rolls/buns,3
2048,24-11-2014,berries,5
1083,15-11-2014,whole milk,2
3725,20-09-2014,rolls/buns,3
2481,7/8/2014,root vegetables,5
1133,3/8/2014,pastry,2
4464,19-05-2014,soda,5
1591,19-12-2014,white bread,5
1964,30-08-2014,pickled vegetables,1
4594,28-11-2014,rolls/buns,3
1087,13-10-2014,white bread,5
1664,6/10/2014,sugar,2
2233,29-10-2014,pastry,2
4300,1/10/2014,yogurt,1
1955,16-11-2014,yogurt,1
3215,26-02-2014,bottled water,4
1407,3/11/2014,butter,4
2401,28-02-2014,specialty chocolate,5
4771,2/11/2014,citrus fruit,4
1776,28-04-2014,butter,4
2185,4/9/2014,cream cheese ,1
3465,30-09-2014,whipped/sour cream,4
4780,14-08-2014,salt,5
1798,4/7/2014,other vegetables,4
4148,26-06-2014,whipped/sour cream,4
2008,17-03-2014,soda,5
4487,18-08-2014,whole milk,2
4962,6/6/2014,yogurt,1
2411,24-03-2014,soups,5
1879,2/10/2014,dessert,2
1419,21-10-2014,male cosmetics,5
3063,8/2/2014,tropical fruit,4
1483,3/1/2014,dessert,2
2329,28-05-2014,newspapers,1
2524,22-08-2014,pip fruit,1
2239,1/12/2014,yogurt,1
3668,5/9/2014,pot plants,5
2340,8/4/2014,rolls/buns,3
4464,26-08-2014,other vegetables,4
3737,6/4/2014,pork,1
3538,1/2/2014,yogurt,1
1772,13-11-2014,canned beer,4
2451,2/8/2014,domestic eggs,3
3966,19-06-2014,frozen vegetables,4
4135,11/5/2014,cream cheese ,1
2747,24-09-2014,pastry,2
1013,26-03-2014,frozen vegetables,4
1356,19-12-2014,berries,5
4836,13-01-2014,cream cheese ,1
1784,5/9/2014,rolls/buns,3
2950,28-04-2014,whole milk,2
2602,20-01-2014,whole milk,2
1087,20-04-2014,whole milk,2
3111,1/6/2014,UHT-milk,2
2831,18-05-2014,soda,5
3428,21-10-2014,butter milk,5
3232,12/11/2014,whipped/sour cream,4
4983,13-12-2014,baking powder,3
4548,17-03-2014,napkins,3
4388,16-08-2014,rolls/buns,3
2315,27-10-2014,beverages,2
3320,19-02-2014,bottled beer,3
2589,31-03-2014,whole milk,2
2376,8/11/2014,whipped/sour cream,4
2802,15-12-2014,frozen vegetables,4
4771,6/3/2014,specialty vegetables,3
4917,2/12/2014,bottled beer,3
3578,10/9/2014,shopping bags,3
2532,21-09-2014,bottled water,4
2091,18-01-2014,vinegar,1
1661,21-01-2014,tidbits,2
3517,24-10-2014,domestic eggs,3
4138,24-08-2014,processed cheese,4
1312,2/9/2014,skin care,5
4678,13-03-2014,soap,2
1040,24-10-2014,white bread,5
4094,21-10-2014,fruit/vegetable juice,4
4584,29-08-2014,whole milk,2
1696,23-08-2014,root vegetables,5
1553,23-07-2014,other vegetables,4
4272,10/5/2014,soda,5
4066,7/8/2014,citrus fruit,4
1602,15-03-2014,pip fruit,1
2595,18-08-2014,brown bread,4
2440,22-06-2014,pip fruit,1
1764,3/1/2014,salty snack,1
4505,24-06-2014,berries,5
2643,12/12/2014,rolls/buns,3
2907,15-10-2014,processed cheese,4
2479,18-11-2014,whole milk,2
4071,16-12-2014,other vegetables,4
4939,8/1/2014,whipped/sour cream,4
3756,15-11-2014,other vegetables,4
4024,30-03-2014,UHT-milk,2
4132,4/11/2014,frozen fish,2
3256,17-10-2014,sliced cheese,1
2396,10/5/2014,canned vegetables,1
2471,12/8/2014,ice cream,3
1248,14-08-2014,pip fruit,1
3957,3/10/2014,bottled water,4
4347,9/7/2014,margarine,3
3840,11/1/2014,butter,4
3864,30-12-2014,sliced cheese,1
3918,6/12/2014,chewing gum,3
3539,27-08-2014,fruit/vegetable juice,4
4676,13-11-2014,other vegetables,4
1589,11/1/2014,butter,4
4415,14-07-2014,whipped/sour cream,4
1597,23-12-2014,oil,3
2743,12/5/2014,chocolate,5
3646,26-05-2014,whipped/sour cream,4
2796,18-04-2014,soda,5
4638,3/11/2014,margarine,3
2501,5/6/2014,pork,1
3082,7/9/2014,tropical fruit,4
3942,7/3/2014,condensed milk,2
1602,2/8/2014,beef,3
4668,4/5/2014,waffles,1
4661,30-05-2014,candy,5
1889,16-11-2014,root vegetables,5
1097,26-11-2014,whole milk,2
3033,25-09-2014,whole milk,2
2251,6/2/2014,other vegetables,4
4957,15-05-2014,frozen meals,1
2751,4/6/2014,dental care,4
2141,23-02-2014,potato products,2
3667,15-04-2014,hard cheese,2
2531,24-08-2014,cereals,5
1785,25-05-2014,other vegetables,4
3330,19-08-2014,spread cheese,2
2048,17-12-2014,other vegetables,4
3337,19-08-2014,whole milk,2
3749,10/12/2014,waffles,1
4190,30-12-2014,cake bar,4
1136,15-07-2014,butter milk,5
4797,11/2/2014,pastry,2
1224,31-08-2014,cooking chocolate,3
3903,16-04-2014,bottled water,4
1803,25-10-2014,chocolate,5
2056,26-12-2014,soda,5
1852,14-07-2014,fruit/vegetable juice,4
4962,17-10-2014,pip fruit,1
4183,26-03-2014,other vegetables,4
2673,23-04-2014,soda,5
4348,6/8/2014,whole milk,2
2629,26-05-2014,candy,5
1256,14-10-2014,other vegetables,4
1051,13-01-2014,bottled beer,3
4014,31-07-2014,pip fruit,1
4078,11/1/2014,hard cheese,2
3962,13-12-2014,rolls/buns,3
3182,19-02-2014,Instant food products,3
1013,28-03-2014,whipped/sour cream,4
1913,14-12-2014,UHT-milk,2
2694,9/10/2014,rolls/buns,3
2952,24-09-2014,skin care,5
2849,28-05-2014,sauces,3
2608,17-10-2014,whole milk,2
1966,23-09-2014,hard cheese,2
2361,15-12-2014,specialty bar,5
4469,29-11-2014,tropical fruit,4
4910,27-11-2014,mayonnaise,5
1526,13-07-2014,rolls/buns,3
2772,7/11/2014,specialty bar,5
2059,7/9/2014,napkins,3
1793,25-08-2014,hard cheese,2
4753,1/12/2014,white wine,4
4915,11/1/2014,rolls/buns,3
1281,28-07-2014,hamburger meat,2
3262,16-04-2014,frozen meals,1
4391,23-01-2014,salty snack,1
4751,29-11-2014,rolls/buns,3
4643,9/3/2014,bottled water,4
4015,18-12-2014,yogurt,1
3561,28-12-2014,whole milk,2
1018,1/10/2014,long life bakery product,2
1065,23-01-2014,soda,5
4779,7/5/2014,pastry,2
4615,29-10-2014,canned fish,2
4522,27-05-2014,soda,5
2207,9/4/2014,pip fruit,1
3866,19-08-2014,hygiene articles,1
2530,30-10-2014,sliced cheese,1
1189,23-02-2014,dessert,2
4499,25-06-2014,specialty bar,5
4828,26-08-2014,fruit/vegetable juice,4
1738,15-07-2014,soda,5
1587,15-05-2014,frozen vegetables,4
4206,27-11-2014,fruit/vegetable juice,4
3118,7/11/2014,salty snack,1
4462,28-03-2014,misc. beverages,5
2872,6/8/2014,whole milk,2
1791,5/8/2014,cream cheese ,1
2809,1/4/2014,berries,5
2568,22-12-2014,candy,5
3758,16-07-2014,whipped/sour cream,4
4237,20-05-2014,pastry,2
4779,15-06-2014,specialty bar,5
3575,16-11-2014,soda,5
2097,28-09-2014,processed cheese,4
3573,13-10-2014,chocolate,5
2425,11/11/2014,dessert,2
1115,3/8/2014,butter,4
3518,10/8/2014,spread cheese,2
3073,6/7/2014,pastry,2
1654,7/6/2014,other vegetables,4
2343,6/4/2014,salty snack,1
4499,20-12-2014,canned vegetables,1
3910,30-12-2014,butter,4
3893,8/1/2014,canned beer,4
2713,7/11/2014,napkins,3
4510,12/3/2014,hard cheese,2
1466,25-04-2014,popcorn,2
4636,28-07-2014,salt,5
1554,23-05-2014,soda,5
3039,20-08-2014,root vegetables,5
4124,31-05-2014,soda,5
1533,15-03-2014,shopping bags,3
4110,3/12/2014,bottled beer,3
3042,14-09-2014,napkins,3
4915,28-06-2014,whole milk,2
3271,20-11-2014,soda,5
1245,27-09-2014,white bread,5
4915,20-02-2014,onions,1
4062,27-11-2014,sugar,2
3687,1/10/2014,other vegetables,4
3020,13-06-2014,bottled beer,3
2388,20-02-2014,berries,5
3896,11/7/2014,dishes,3
1453,13-03-2014,fruit/vegetable juice,4
1294,5/7/2014,semi-finished bread,1
3034,6/10/2014,pip fruit,1
1707,22-12-2014,brown bread,4
1676,15-05-2014,misc. beverages,5
1652,15-03-2014,pastry,2
1573,18-05-2014,other vegetables,4
3712,14-08-2014,canned beer,4
3045,15-06-2014,other vegetables,4
1827,1/9/2014,pastry,2
4860,13-01-2014,fruit/vegetable juice,4
4353,12/7/2014,coffee,3
4782,12/10/2014,rolls/buns,3
1687,31-07-2014,house keeping products,1
1421,26-12-2014,shopping bags,3
1110,13-10-2014,chocolate,5
2838,28-04-2014,waffles,1
3347,21-11-2014,pastry,2
1159,6/2/2014,domestic eggs,3
1309,10/8/2014,whipped/sour cream,4
3573,26-08-2014,frozen meals,1
4673,20-08-2014,specialty chocolate,5
2898,7/1/2014,bottled water,4
2820,24-11-2014,soda,5
4250,17-01-2014,pet care,2
3909,13-08-2014,rice,4
1289,9/8/2014,spread cheese,2
4561,4/9/2014,grapes,2
1618,3/4/2014,whole milk,2
4987,12/4/2014,cream cheese ,1
1053,16-05-2014,rolls/buns,3
1829,26-02-2014,rolls/buns,3
4601,27-03-2014,root vegetables,5
3101,2/9/2014,newspapers,1
4087,4/9/2014,other vegetables,4
3276,8/8/2014,curd cheese,5
2901,14-04-2014,tropical fruit,4
1332,18-04-2014,other vegetables,4
3368,21-08-2014,cream cheese ,1
4450,1/2/2014,condensed milk,2
2843,14-04-2014,canned vegetables,1
3512,19-01-2014,butter milk,5
2380,21-05-2014,whole milk,2
2371,22-05-2014,other vegetables,4
1065,5/11/2014,rolls/buns,3
1969,10/2/2014,rolls/buns,3
2308,13-04-2014,yogurt,1
2350,30-05-2014,tidbits,2
1493,28-01-2014,root vegetables,5
4036,3/8/2014,cream cheese ,1
3293,19-01-2014,vinegar,1
4646,16-01-2014,shopping bags,3
1163,30-04-2014,frozen vegetables,4
2273,14-08-2014,whipped/sour cream,4
3384,23-07-2014,fruit/vegetable juice,4
4940,20-08-2014,dessert,2
4528,27-06-2014,spread cheese,2
4367,3/10/2014,white wine,4
1283,9/2/2014,bottled water,4
2699,3/12/2014,yogurt,1
4483,3/7/2014,whole milk,2
3841,1/8/2014,brown bread,4
4495,23-10-2014,hamburger meat,2
1565,2/7/2014,rolls/buns,3
3961,18-12-2014,soda,5
2044,26-11-2014,pastry,2
2961,14-03-2014,shopping bags,3
2857,30-05-2014,waffles,1
1797,31-07-2014,processed cheese,4
1912,19-10-2014,dessert,2
3515,6/9/2014,pastry,2
1052,13-10-2014,whole milk,2
4888,4/6/2014,sauces,3
2925,1/4/2014,oil,3
4145,17-05-2014,pastry,2
1028,10/11/2014,butter,4
3779,27-10-2014,pastry,2
3890,20-01-2014,sliced cheese,1
3608,16-11-2014,specialty chocolate,5
2828,1/2/2014,curd,2
1110,11/12/2014,salty snack,1
2811,22-07-2014,frozen meals,1
1859,14-01-2014,chewing gum,3
1783,12/5/2014,specialty chocolate,5
2272,5/6/2014,napkins,3
3159,23-07-2014,whole milk,2
4846,4/12/2014,bottled water,4
2314,28-07-2014,whole milk,2
2646,23-10-2014,pastry,2
2443,4/2/2014,whole milk,2
4979,18-11-2014,whole milk,2
3176,10/7/2014,newspapers,1
3641,1/2/2014,soft cheese,3
3560,26-11-2014,pickled vegetables,1
2956,3/5/2014,chocolate,5
4009,18-09-2014,whole milk,2
4597,17-07-2014,whipped/sour cream,4
2438,25-05-2014,rolls/buns,3
1189,4/7/2014,sliced cheese,1
4527,22-03-2014,brown bread,4
2731,27-08-2014,newspapers,1
1863,1/6/2014,newspapers,1
3532,17-08-2014,canned vegetables,1
3309,19-03-2014,brown bread,4
1535,8/6/2014,whole milk,2
2764,30-03-2014,yogurt,1
4140,29-01-2014,waffles,1
2363,3/12/2014,red/blush wine,5
2496,26-11-2014,UHT-milk,2
2814,15-12-2014,rolls/buns,3
1100,18-12-2014,yogurt,1
2005,22-11-2014,rolls/buns,3
2673,16-12-2014,yogurt,1
3876,10/12/2014,hard cheese,2
3483,19-10-2014,sliced cheese,1
4130,3/8/2014,long life bakery product,2
2528,15-03-2014,coffee,3
4153,27-07-2014,bottled water,4
4407,25-12-2014,bottled water,4
2907,17-04-2014,whole milk,2
3541,18-03-2014,house keeping products,1
2882,12/12/2014,other vegetables,4
3507,13-02-2014,root vegetables,5
3104,22-10-2014,rolls/buns,3
1286,19-07-2014,hygiene articles,1
3756,3/11/2014,canned beer,4
2242,1/12/2014,butter,4
4481,11/8/2014,fruit/vegetable juice,4
4910,26-02-2014,napkins,3
1287,7/8/2014,whipped/sour cream,4
3067,17-11-2014,whipped/sour cream,4
1204,18-05-2014,yogurt,1
4318,27-03-2014,whole milk,2
3218,11/6/2014,sugar,2
2772,19-08-2014,red/blush wine,5
3823,10/12/2014,frozen vegetables,4
1325,30-04-2014,soda,5
1211,13-12-2014,whole milk,2
1613,17-01-2014,pastry,2
3706,17-11-2014,pastry,2
3435,22-01-2014,bottled water,4
1828,12/6/2014,dessert,2
4204,11/11/2014,whipped/sour cream,4
1004,1/7/2014,frozen fish,2
1520,3/6/2014,other vegetables,4
3031,1/12/2014,specialty bar,5
2450,31-07-2014,root vegetables,5
1878,2/1/2014,dessert,2
3012,24-07-2014,whole milk,2
3484,6/8/2014,pickled vegetables,1
1908,30-05-2014,zwieback,2
4126,18-10-2014,hamburger meat,2
3359,7/6/2014,butter,4
2747,17-09-2014,bottled beer,3
2467,30-11-2014,vinegar,1
4993,15-08-2014,abrasive cleaner,2
1738,10/8/2014,liquor (appetizer),2
2755,30-10-2014,chocolate,5
3035,21-02-2014,curd,2
4267,12/11/2014,newspapers,1
1907,20-04-2014,rolls/buns,3
3568,14-08-2014,newspapers,1
1798,29-05-2014,bottled water,4
3289,2/2/2014,sugar,2
4853,20-07-2014,whipped/sour cream,4
2144,13-05-2014,specialty bar,5
2079,26-08-2014,domestic eggs,3
3689,10/9/2014,rolls/buns,3
4913,6/11/2014,whipped/sour cream,4
3830,1/4/2014,domestic eggs,3
2829,7/7/2014,soda,5
4138,7/10/2014,chocolate marshmallow,4
3484,19-11-2014,rolls/buns,3
2413,16-09-2014,salty snack,1
2164,30-09-2014,sugar,2
3393,2/7/2014,frozen potato products,2
4325,3/3/2014,specialty chocolate,5
1205,30-04-2014,oil,3
4793,14-12-2014,pastry,2
4194,23-02-2014,bottled beer,3
2018,5/2/2014,rolls/buns,3
1881,18-08-2014,oil,3
3967,23-01-2014,rolls/buns,3
4305,3/12/2014,onions,1
2637,18-06-2014,fruit/vegetable juice,4
2631,20-02-2014,root vegetables,5
1630,22-10-2014,rolls/buns,3
4860,30-05-2014,fruit/vegetable juice,4
2014,7/6/2014,brown bread,4
1197,19-03-2014,waffles,1
1572,31-03-2014,rolls/buns,3
1833,20-10-2014,margarine,3
3737,5/9/2014,bottled beer,3
3860,6/10/2014,domestic eggs,3
1954,16-08-2014,coffee,3
1923,2/2/2014,pip fruit,1
1052,4/1/2014,shopping bags,3
2773,30-05-2014,margarine,3
2070,13-04-2014,oil,3
2632,10/12/2014,whole milk,2
4999,19-05-2014,detergent,2
3158,4/10/2014,bottled water,4
3763,15-07-2014,chocolate,5
1740,26-07-2014,white bread,5
3548,13-03-2014,yogurt,1
2404,22-10-2014,beverages,2
2258,19-10-2014,soda,5
2795,19-03-2014,snack products,5
1270,12/7/2014,flower soil/fertilizer,2
4803,12/1/2014,white bread,5
1542,8/12/2014,popcorn,2
4929,8/5/2014,waffles,1
4620,16-03-2014,shopping bags,3
2836,6/11/2014,root vegetables,5
1692,12/6/2014,cake bar,4
4563,20-05-2014,margarine,3
4210,17-03-2014,shopping bags,3
1971,28-05-2014,dessert,2
1280,13-04-2014,spices,3
2632,22-06-2014,sugar,2
3430,12/8/2014,dishes,3
3554,15-01-2014,make up remover,1
1924,22-11-2014,shopping bags,3
1064,21-04-2014,rolls/buns,3
3208,2/12/2014,whole milk,2
1895,6/4/2014,canned beer,4
1865,17-02-2014,oil,3
4316,4/8/2014,bottled water,4
3411,2/5/2014,dessert,2
4855,27-08-2014,rolls/buns,3
3782,15-01-2014,curd,2
4394,13-11-2014,detergent,2
2112,3/6/2014,sliced cheese,1
3768,6/1/2014,yogurt,1
1109,14-10-2014,sugar,2
3850,14-06-2014,misc. beverages,5
1466,24-05-2014,root vegetables,5
3785,12/7/2014,photo/film,3
3116,22-05-2014,soda,5
3705,18-05-2014,yogurt,1
4916,11/1/2014,whole milk,2
3467,20-10-2014,pastry,2
2523,11/10/2014,rolls/buns,3
2916,12/8/2014,whole milk,2
3675,15-11-2014,whole milk,2
1206,3/2/2014,hygiene articles,1
1621,28-08-2014,butter milk,5
2629,9/7/2014,whole milk,2
2712,15-08-2014,yogurt,1
2486,19-04-2014,dessert,2
3166,3/5/2014,whole milk,2
3120,2/1/2014,whole milk,2
4060,1/10/2014,domestic eggs,3
4443,19-10-2014,brown bread,4
2180,27-09-2014,waffles,1
2552,11/7/2014,shopping bags,3
4022,10/7/2014,oil,3
2617,12/8/2014,yogurt,1
2937,24-04-2014,yogurt,1
3516,9/9/2014,whipped/sour cream,4
3582,16-06-2014,dessert,2
2022,28-03-2014,newspapers,1
2345,9/6/2014,candy,5
2837,5/11/2014,soap,2
3715,4/4/2014,whole milk,2
3010,13-06-2014,shopping bags,3
2428,11/2/2014,sugar,2
4512,12/8/2014,soda,5
1194,16-01-2014,bottled water,4
2492,14-03-2014,butter milk,5
3732,14-07-2014,shopping bags,3
1653,20-12-2014,rolls/buns,3
3117,19-03-2014,napkins,3
1506,25-12-2014,pet care,2
3110,23-07-2014,frozen potato products,2
2274,22-02-2014,pastry,2
3074,3/11/2014,mayonnaise,5
4969,9/9/2014,shopping bags,3
2546,4/6/2014,candy,5
4434,30-01-2014,butter,4
2931,5/7/2014,domestic eggs,3
1329,29-01-2014,whipped/sour cream,4
3797,7/9/2014,whole milk,2
1525,13-07-2014,bottled beer,3
3704,3/12/2014,frozen vegetables,4
3221,28-07-2014,rolls/buns,3
1118,2/3/2014,frozen vegetables,4
4891,2/6/2014,dog food,2
2716,3/9/2014,pastry,2
1083,15-07-2014,soda,5
1345,8/4/2014,rolls/buns,3
3122,16-04-2014,bottled water,4
2306,17-03-2014,shopping bags,3
1410,26-06-2014,soda,5
2956,22-07-2014,other vegetables,4
4389,22-04-2014,fruit/vegetable juice,4
4946,24-04-2014,fruit/vegetable juice,4
3893,19-05-2014,rolls/buns,3
3401,17-03-2014,chewing gum,3
3082,7/7/2014,canned vegetables,1
2437,6/7/2014,soda,5
3909,16-11-2014,rolls/buns,3
3207,6/12/2014,bottled beer,3
4526,19-12-2014,other vegetables,4
1288,28-09-2014,whole milk,2
1013,17-01-2014,napkins,3
1615,7/6/2014,white bread,5
3956,26-10-2014,sugar,2
1868,19-03-2014,fruit/vegetable juice,4
2863,3/3/2014,whipped/sour cream,4
3052,26-10-2014,hard cheese,2
2612,2/6/2014,specialty bar,5
4362,22-01-2014,curd,2
4512,28-05-2014,seasonal products,2
4176,11/6/2014,rolls/buns,3
1766,15-04-2014,canned beer,4
4261,29-05-2014,dessert,2
4683,2/3/2014,domestic eggs,3
1443,25-08-2014,bottled water,4
1692,26-07-2014,fruit/vegetable juice,4
2283,22-11-2014,white bread,5
3562,17-12-2014,male cosmetics,5
1004,10/6/2014,red/blush wine,5
1405,14-05-2014,whole milk,2
2141,24-04-2014,sugar,2
2954,17-07-2014,rolls/buns,3
2230,14-07-2014,bottled water,4
1765,12/6/2014,pasta,2
4735,27-03-2014,honey,3
3603,20-07-2014,UHT-milk,2
1774,10/8/2014,cereals,5
4018,30-10-2014,bottled water,4
2437,25-02-2014,soda,5
2847,28-04-2014,spices,3
3832,7/6/2014,bottled water,4
4433,19-10-2014,curd,2
2358,26-06-2014,shopping bags,3
2540,23-07-2014,napkins,3
2298,12/4/2014,roll products ,2
4618,28-02-2014,fruit/vegetable juice,4
4667,5/3/2014,white wine,4
4527,14-10-2014,rolls/buns,3
1521,11/9/2014,salty snack,1
3403,21-01-2014,baking powder,3
3831,29-03-2014,yogurt,1
3141,4/1/2014,other vegetables,4
2732,4/3/2014,soda,5
3905,4/4/2014,whole milk,2
3100,16-04-2014,curd,2
1549,17-07-2014,bottled water,4
3726,3/9/2014,mustard,1
1429,19-10-2014,yogurt,1
2928,4/11/2014,brown bread,4
3482,13-01-2014,oil,3
2410,6/12/2014,root vegetables,5
4448,11/12/2014,whole milk,2
3095,8/5/2014,newspapers,1
4445,25-04-2014,light bulbs,2
3148,23-04-2014,UHT-milk,2
4746,8/7/2014,sugar,2
2814,10/6/2014,butter,4
4494,8/11/2014,frozen dessert,3
2631,29-09-2014,hair spray,3
3021,15-11-2014,soups,5
1530,5/9/2014,sliced cheese,1
4202,12/7/2014,rolls/buns,3
3931,22-06-2014,frozen vegetables,4
1644,13-07-2014,brown bread,4
3149,25-01-2014,pastry,2
2122,6/4/2014,soda,5
3831,1/3/2014,bottled water,4
3583,21-03-2014,Instant food products,3
3848,28-02-2014,chewing gum,3
1264,11/12/2014,white bread,5
2060,25-05-2014,soups,5
4116,12/10/2014,yogurt,1
4727,12/4/2014,rolls/buns,3
1692,4/5/2014,sugar,2
4370,12/2/2014,domestic eggs,3
1355,29-03-2014,soda,5
2549,20-08-2014,potato products,2
2612,11/6/2014,pastry,2
1094,11/12/2014,detergent,2
2932,10/11/2014,rolls/buns,3
4402,9/10/2014,newspapers,1
3942,6/5/2014,rolls/buns,3
2644,29-03-2014,chocolate,5
3116,12/3/2014,frozen vegetables,4
1188,4/7/2014,cleaner,1
1387,31-05-2014,soda,5
4468,12/3/2014,bottled water,4
1652,6/12/2014,canned beer,4
1234,16-03-2014,margarine,3
3480,31-08-2014,white wine,4
3946,19-04-2014,roll products ,2
2784,10/8/2014,coffee,3
3743,13-08-2014,brown bread,4
2313,2/5/2014,dishes,3
2746,17-01-2014,brown bread,4
4543,11/5/2014,hard cheese,2
1692,11/11/2014,ready soups,4
4163,16-02-2014,newspapers,1
1379,21-09-2014,rolls/buns,3
1442,1/10/2014,candles,2
3517,21-08-2014,margarine,3
2177,29-06-2014,salty snack,1
2086,8/1/2014,butter,4
1169,1/11/2014,detergent,2
4113,13-03-2014,UHT-milk,2
4807,3/4/2014,bottled beer,3
3688,9/2/2014,whipped/sour cream,4
4252,25-12-2014,newspapers,1
1136,25-05-2014,shopping bags,3
3590,31-10-2014,bottled beer,3
3523,16-10-2014,other vegetables,4
2801,10/10/2014,bottled water,4
3264,11/10/2014,onions,1
4033,18-03-2014,frozen vegetables,4
4944,26-08-2014,dishes,3
1740,13-07-2014,rolls/buns,3
1108,25-06-2014,specialty cheese,4
3327,3/8/2014,chocolate marshmallow,4
2148,6/12/2014,whole milk,2
1932,2/6/2014,onions,1
1943,16-09-2014,UHT-milk,2
1416,4/3/2014,long life bakery product,2
